method_name,condition_name,n_seeds,n_failed,n_gross_error,failure_rate,gross_error_rate,unusable_rate,convergence_rate,displacement_rmse_mean_m,displacement_rmse_median_m,displacement_rmse_std_m,displacement_rmse_p05_m,displacement_rmse_p95_m,peak_absolute_error_mean_m,phase_rmse_mean_rad,runtime_s_mean
kasa,axis:amplitude_ratio=1.05,50,0,0,0.0,0.0,0.0,,3.253141386571936e-09,3.253374039041253e-09,2.401311406702905e-12,3.249181734025322e-09,3.256924925885438e-09,5.387005793218995e-09,0.06460205487448363,
koning_wimmer_witkovsky,axis:amplitude_ratio=1.05,50,0,0,0.0,0.0,0.0,1.0,1.831952804527719e-11,1.796650679478688e-11,2.025084473666102e-12,1.50768639791949e-11,2.2202317310855594e-11,4.9292044666078176e-11,0.00036379579471728816,
raw_atan2,axis:amplitude_ratio=1.05,50,0,0,0.0,0.0,0.0,,3.3919048376614015e-09,3.392005341598358e-09,2.4052568210766977e-12,3.387741362896376e-09,3.395517719680025e-09,6.135647593721359e-09,0.06735766953016903,
taubin,axis:amplitude_ratio=1.05,50,0,0,0.0,0.0,0.0,,3.253141450756384e-09,3.2533741454829337e-09,2.401308587508882e-12,3.249181795563797e-09,3.2569250247715897e-09,5.38702079925857e-09,0.06460205614908153,
fitzgibbon,axis:amplitude_ratio=1.1,50,0,0,0.0,0.0,0.0,,1.786532611621069e-11,1.7838340611746196e-11,1.673686391667252e-12,1.51010579332807e-11,2.0458431487997153e-11,4.899580405042284e-11,0.0003547760890055208,
halir_flusser,axis:amplitude_ratio=1.1,50,0,0,0.0,0.0,0.0,,1.7865326116201155e-11,1.783834061177462e-11,1.6736863916557552e-12,1.510105793331406e-11,2.045843148780025e-11,4.899580405039957e-11,0.0003547760890053313,
heydemann,axis:amplitude_ratio=1.1,50,0,0,0.0,0.0,0.0,,1.6952402437401803e-11,1.6964652502550908e-11,1.5193850632105346e-12,1.4113834116930833e-11,1.943007598649021e-11,4.636708816916647e-11,0.00033664692135296594,
kasa,axis:amplitude_ratio=1.1,50,0,0,0.0,0.0,0.0,,3.6081648460874936e-09,3.6085591633660603e-09,1.8890776580319392e-12,3.604667054504736e-09,3.6108262368386044e-09,6.125162730881009e-09,0.07165223876997104,
koning_wimmer_witkovsky,axis:amplitude_ratio=1.1,50,0,0,0.0,0.0,0.0,1.0,1.7854069380221793e-11,1.790855161445395e-11,1.6689215675099967e-12,1.5019024193310564e-11,2.0567612683688426e-11,4.8992950491283155e-11,0.00035455254868259963,
raw_atan2,axis:amplitude_ratio=1.1,50,0,0,0.0,0.0,0.0,,3.72819937265601e-09,3.72858678568535e-09,1.7573122176262137e-12,3.7248738154169027e-09,3.730606424218744e-09,6.66638001886765e-09,0.07403592768807962,
taubin,axis:amplitude_ratio=1.1,50,0,0,0.0,0.0,0.0,,3.608164961151629e-09,3.6085593741210644e-09,1.8891019016455623e-12,3.6046671142294463e-09,3.6108262799901934e-09,6.125190672726498e-09,0.07165224105495613,
fitzgibbon,axis:amplitude_ratio=1.15,50,0,0,0.0,0.0,0.0,,6.717278254728512e-11,6.709926691289408e-11,2.7338646163318735e-12,6.277111120626873e-11,7.161043242854841e-11,1.352188771886334e-10,0.001333941341161413,
halir_flusser,axis:amplitude_ratio=1.15,50,0,0,0.0,0.0,0.0,,6.717278254729359e-11,6.709926691291501e-11,2.7338646163245456e-12,6.277111120633259e-11,7.161043242850576e-11,1.3521887718862266e-10,0.0013339413411615816,
heydemann,axis:amplitude_ratio=1.15,50,0,0,0.0,0.0,0.0,,3.9250739895517435e-11,3.919503270741888e-11,1.6234173347946352e-12,3.702739177681115e-11,4.227736222288028e-11,9.583387832530406e-11,0.0007794553483168229,
kasa,axis:amplitude_ratio=1.15,50,0,0,0.0,0.0,0.0,,4.076177145268978e-09,4.0758912102492646e-09,2.377361798753099e-12,4.072628829854362e-09,4.0799695001625015e-09,7.06855983587353e-09,0.08094619579208367,
koning_wimmer_witkovsky,axis:amplitude_ratio=1.15,50,0,0,0.0,0.0,0.0,1.0,7.225795404871802e-11,7.205104169463438e-11,2.6681905506086495e-12,6.78280860092639e-11,7.655634713023763e-11,1.4495710272942183e-10,0.0014349245107641048,
raw_atan2,axis:amplitude_ratio=1.15,50,0,0,0.0,0.0,0.0,,4.177586553293101e-09,4.177522020918952e-09,2.308895935753908e-12,4.173987665409619e-09,4.181584259736788e-09,7.412226250645014e-09,0.0829600203891347,
taubin,axis:amplitude_ratio=1.15,50,0,0,0.0,0.0,0.0,,4.076199529402248e-09,4.075913006779613e-09,2.3775698842824725e-12,4.072653697856023e-09,4.0799904172019366e-09,7.071038416022336e-09,0.08094664030427479,
fitzgibbon,axis:amplitude_ratio=1.2,50,0,0,0.0,0.0,0.0,,3.888587527638133e-10,3.8901712743532336e-10,2.1995536253024306e-12,3.851412056418194e-10,3.919380887810155e-10,7.477190626054922e-10,0.007722097351244536,
halir_flusser,axis:amplitude_ratio=1.2,50,0,0,0.0,0.0,0.0,,3.888587527639036e-10,3.8901712743540773e-10,2.1995536253041823e-12,3.8514120564186043e-10,3.9193808878117234e-10,7.47719062606003e-10,0.007722097351246331,
heydemann,axis:amplitude_ratio=1.2,50,0,0,0.0,0.0,0.0,,2.2028946427023654e-10,2.2043278513515307e-10,1.296016422702527e-12,2.1814853670303158e-10,2.2236951054983098e-10,4.346071945271989e-10,0.0043745876271466914,
kasa,axis:amplitude_ratio=1.2,50,0,0,0.0,0.0,0.0,,4.607947678953552e-09,4.608118555034166e-09,1.7491111325590927e-12,4.604556219728166e-09,4.610132878138295e-09,8.369441707994215e-09,0.0915062868288661,
koning_wimmer_witkovsky,axis:amplitude_ratio=1.2,50,0,0,0.0,0.0,0.0,1.0,4.3529360480269363e-10,4.353434954930292e-10,2.110508828601488e-12,4.318574294172655e-10,4.3851095798095625e-10,8.459471030291218e-10,0.008644217389397984,
raw_atan2,axis:amplitude_ratio=1.2,50,0,0,0.0,0.0,0.0,,4.683300641348886e-09,4.683627687763723e-09,1.74276880970469e-12,4.679734750625495e-09,4.685705498539484e-09,8.254908136320654e-09,0.0930026731315678,
taubin,axis:amplitude_ratio=1.2,50,0,0,0.0,0.0,0.0,,4.6091916930979975e-09,4.609358153730627e-09,1.7459178351517684e-12,4.605813680928033e-09,4.611348579469669e-09,8.394064684444966e-09,0.09153099091039044,
fitzgibbon,axis:amplitude_ratio=1.25,50,0,0,0.0,0.0,0.0,,7.819853205266385e-10,7.821868647327908e-10,2.561557862290651e-12,7.778716804153369e-10,7.858785150360655e-10,1.5167204006919947e-09,0.01552894651189347,
halir_flusser,axis:amplitude_ratio=1.25,50,0,0,0.0,0.0,0.0,,7.819853205266284e-10,7.821868647327836e-10,2.5615578622845516e-12,7.778716804153463e-10,7.85878515036013e-10,1.5167204006919678e-09,0.015528946511893271,
heydemann,axis:amplitude_ratio=1.25,50,0,0,0.0,0.0,0.0,,4.57361131017875e-10,4.573565309663179e-10,1.553800608401766e-12,4.5476666533694567e-10,4.59690266435471e-10,8.340030399948376e-10,0.009082442283459384,
kasa,axis:amplitude_ratio=1.25,50,0,0,0.0,0.0,0.0,,5.178040163490428e-09,5.1783912290830275e-09,2.310342335550668e-12,5.174453843636517e-09,5.181111050797859e-09,9.743347692332494e-09,0.10282738898618471,
koning_wimmer_witkovsky,axis:amplitude_ratio=1.25,50,0,0,0.0,0.0,0.0,1.0,8.921636364694921e-10,8.921694266196842e-10,2.346212749115118e-12,8.885535712772419e-10,8.958095151931633e-10,1.7556758855923677e-09,0.01771690724483256,
raw_atan2,axis:amplitude_ratio=1.25,50,0,0,0.0,0.0,0.0,,5.2111110397852915e-09,5.211212451755071e-09,2.2662478806067804e-12,5.207438130222892e-09,5.213598650684014e-09,9.159550725167858e-09,0.10348412237440036,
taubin,axis:amplitude_ratio=1.25,50,0,0,0.0,0.0,0.0,,5.174071957631584e-09,5.174433589689457e-09,2.312941379290807e-12,5.170469244061671e-09,5.177123826392156e-09,9.699677366352055e-09,0.10274858692313746,
fitzgibbon,axis:amplitude_ratio=1.3,50,0,0,0.0,0.0,0.0,,1.1887430993225278e-09,1.1892244752559453e-09,2.433375537224044e-12,1.1850361564625426e-09,1.1920029995348508e-09,2.3270438895586946e-09,0.023606489177226395,
halir_flusser,axis:amplitude_ratio=1.3,50,0,0,0.0,0.0,0.0,,1.1887430993225405e-09,1.189224475255868e-09,2.433375537220159e-12,1.1850361564625347e-09,1.1920029995348287e-09,2.327043889558736e-09,0.023606489177226644,
heydemann,axis:amplitude_ratio=1.3,50,0,0,0.0,0.0,0.0,,7.144246704965378e-10,7.14606920170365e-10,1.2585675824111134e-12,7.123705664422126e-10,7.164366143097885e-10,1.3173983171259814e-09,0.01418730275837694,
kasa,axis:amplitude_ratio=1.3,50,0,0,0.0,0.0,0.0,,5.767643496620198e-09,5.767951114589083e-09,2.2075503451811196e-12,5.76366362755931e-09,5.771145938964556e-09,1.1124728669991636e-08,0.11453594461129558,
koning_wimmer_witkovsky,axis:amplitude_ratio=1.3,50,0,0,0.0,0.0,0.0,1.0,1.3738459894751188e-09,1.3742558694648553e-09,2.3395985318317297e-12,1.3703823884328814e-09,1.3773768013806055e-09,2.729860177486775e-09,0.027282329125782778,
raw_atan2,axis:amplitude_ratio=1.3,50,0,0,0.0,0.0,0.0,,5.7420309093735075e-09,5.742176254684802e-09,2.0951849548874572e-12,5.738447259547558e-09,5.74499666785301e-09,1.005733194039412e-08,0.11402732061677197,
taubin,axis:amplitude_ratio=1.3,50,0,0,0.0,0.0,0.0,,5.760117201438813e-09,5.760373522062138e-09,2.2023739533447794e-12,5.756144279532447e-09,5.7636483634162276e-09,1.1066610164660674e-08,0.11438648472728427,
fitzgibbon,axis:amplitude_ratio=1.4,50,0,0,0.0,0.0,0.0,,1.98857865270211e-09,1.9885475653813223e-09,2.177478558741661e-12,1.985370836234424e-09,1.9923089484398156e-09,3.9617387959497445e-09,0.03948991205066016,
halir_flusser,axis:amplitude_ratio=1.4,50,0,0,0.0,0.0,0.0,,1.988578652702111e-09,1.9885475653813207e-09,2.1774785587531753e-12,1.9853708362344337e-09,1.9923089484398693e-09,3.961738795949763e-09,0.039489912050660186,
heydemann,axis:amplitude_ratio=1.4,50,0,0,0.0,0.0,0.0,,1.24146376500646e-09,1.2412268689876852e-09,1.3687100138789615e-12,1.239564363388107e-09,1.2440143748491935e-09,2.3603048368186554e-09,0.024653435169672694,
kasa,axis:amplitude_ratio=1.4,50,0,0,0.0,0.0,0.0,,6.956290700749658e-09,6.956120800292399e-09,2.389992446690603e-12,6.952766468652941e-09,6.9600578316922516e-09,1.386770359405004e-08,0.13814052946719418,
koning_wimmer_witkovsky,axis:amplitude_ratio=1.4,50,0,0,0.0,0.0,0.0,1.0,2.3239270645918777e-09,2.323931460667921e-09,2.1464872971555603e-12,2.320773638033739e-09,2.32804454077519e-09,4.69873945104577e-09,0.04614938175474295,
raw_atan2,axis:amplitude_ratio=1.4,50,0,0,0.0,0.0,0.0,,6.7731597253458125e-09,6.773037380955087e-09,2.230603495074794e-12,6.769838217907383e-09,6.776891145677552e-09,1.1794432790585436e-08,0.13450384851287397,
taubin,axis:amplitude_ratio=1.4,50,0,0,0.0,0.0,0.0,,6.940339889333013e-09,6.940208080649916e-09,2.3791547311132253e-12,6.936808707013786e-09,6.944117358316321e-09,1.3785160703101488e-08,0.13782377250154734,
fitzgibbon,axis:amplitude_ratio=1.5,50,0,0,0.0,0.0,0.0,,2.7348447218098517e-09,2.734975927679692e-09,2.232623370799575e-12,2.7321470879966335e-09,2.738783573755481e-09,5.556373630134581e-09,0.05430953278600919,
halir_flusser,axis:amplitude_ratio=1.5,50,0,0,0.0,0.0,0.0,,2.734844721809844e-09,2.734975927679729e-09,2.232623370789543e-12,2.73214708799657e-09,2.738783573755492e-09,5.5563736301345514e-09,0.05430953278600901,
heydemann,axis:amplitude_ratio=1.5,50,0,0,0.0,0.0,0.0,,1.7488871300125785e-09,1.7488521160341425e-09,1.5703846585565977e-12,1.7464802906421554e-09,1.7514933191911094e-09,3.43787527734447e-09,0.034730031350222845,
kasa,axis:amplitude_ratio=1.5,50,0,0,0.0,0.0,0.0,,8.118201346263934e-09,8.118361141024434e-09,2.107869315603863e-12,8.114771787633028e-09,8.120966518915503e-09,1.649132521770954e-08,0.16121417009978217,
koning_wimmer_witkovsky,axis:amplitude_ratio=1.5,50,0,0,0.0,0.0,0.0,1.0,3.208584243516033e-09,3.2086819117218887e-09,1.9917348150817292e-12,3.2056359954239054e-09,3.2115609168775603e-09,6.564431134965771e-09,0.06371722305849514,
raw_atan2,axis:amplitude_ratio=1.5,50,0,0,0.0,0.0,0.0,,7.737302530440642e-09,7.737383724271807e-09,1.8102532432875864e-12,7.734232907123398e-09,7.73981578060654e-09,1.3480592597384037e-08,0.1536501440469914,
taubin,axis:amplitude_ratio=1.5,50,0,0,0.0,0.0,0.0,,8.093402604008017e-09,8.09351337660083e-09,2.0869465777957006e-12,8.089988075755648e-09,8.096097382663551e-09,1.6390797492797842e-08,0.16072170773259217,
fitzgibbon,axis:arc_fraction=0.02,50,0,50,0.0,1.0,1.0,,7.603741204039747e-08,7.493452887328733e-08,4.9675624674129275e-09,6.890858726250279e-08,8.500348560057517e-08,1.5243881583308885e-07,1.509978350594771,
halir_flusser,axis:arc_fraction=0.02,50,27,0,0.54,0.0,0.54,,7.321550644875722e-09,6.963007556879847e-09,3.5004233259051387e-09,3.803450029387492e-09,1.5329955990156678e-08,1.4229289709404302e-08,0.14539399316578497,
heydemann,axis:arc_fraction=0.02,50,50,0,1.0,0.0,1.0,,,,,,,,,
kasa,axis:arc_fraction=0.02,50,0,0,0.0,0.0,0.0,,9.460591193743962e-10,9.46457096448414e-10,1.814011714275155e-10,6.34673077923468e-10,1.2474392374981289e-09,1.797436472027801e-09,0.01878718318134154,
koning_wimmer_witkovsky,axis:arc_fraction=0.02,50,44,6,0.88,0.12,1.0,0.12,7.761291745046051e-08,8.019430858560559e-08,1.5565723216847217e-08,5.6571776924853735e-08,9.823718250364991e-08,1.236104609565764e-07,1.5412653052214778,
raw_atan2,axis:arc_fraction=0.02,50,0,0,0.0,0.0,0.0,,6.514202347710915e-09,6.514352929101822e-09,2.4879445609255762e-12,6.5102085523814765e-09,6.518159395970628e-09,6.639923765330982e-09,0.12936137951685203,
taubin,axis:arc_fraction=0.02,50,0,0,0.0,0.0,0.0,,3.242711435502269e-10,3.2082862155152807e-10,1.1249407097080392e-10,1.5632109184537246e-10,5.016790932437578e-10,5.675118650812469e-10,0.006439493314466207,
fitzgibbon,axis:arc_fraction=0.05,50,0,50,0.0,1.0,1.0,,4.8678995681940347e-08,4.869520249420511e-08,1.6884023025718147e-09,4.617071467071399e-08,5.128243662537868e-08,9.247017477508015e-08,0.9666850519501458,
halir_flusser,axis:arc_fraction=0.05,50,20,30,0.4,0.6,1.0,,3.475722108659641e-08,3.1910795936355726e-08,7.157291374698323e-09,2.6161362888665356e-08,4.7083345089008405e-08,6.415761132960453e-08,0.6902214312569376,
heydemann,axis:arc_fraction=0.05,50,50,0,1.0,0.0,1.0,,,,,,,,,
kasa,axis:arc_fraction=0.05,50,0,0,0.0,0.0,0.0,,5.688316398572544e-10,5.696340888930634e-10,3.6076507476093585e-11,5.059385293609003e-10,6.284613112770255e-10,8.741031249254936e-10,0.011296063848956926,
koning_wimmer_witkovsky,axis:arc_fraction=0.05,50,50,0,1.0,0.0,1.0,0.0,,,,,,,,
raw_atan2,axis:arc_fraction=0.05,50,0,0,0.0,0.0,0.0,,6.5870465413423725e-09,6.5867445961437015e-09,2.440880821031004e-12,6.583877810682316e-09,6.590927782373963e-09,6.691704128853173e-09,0.1308079457846729,
taubin,axis:arc_fraction=0.05,50,0,0,0.0,0.0,0.0,,5.922054916235962e-10,5.890087880525674e-10,4.194846295352788e-11,5.274821098230683e-10,6.610906143446973e-10,9.862629024314897e-10,0.011760230226929338,
fitzgibbon,axis:arc_fraction=0.1,50,0,0,0.0,0.0,0.0,,1.8300676991902788e-08,1.8231051558589723e-08,1.3843533379098454e-09,1.5897030224791532e-08,2.0185061754325262e-08,3.318642572884856e-08,0.3634214437008947,
halir_flusser,axis:arc_fraction=0.1,50,0,0,0.0,0.0,0.0,,1.8299925209075694e-08,1.8201371989039756e-08,1.385886689455545e-09,1.5889896387536782e-08,2.018599405779836e-08,3.3185021148596e-08,0.3634065145263898,
heydemann,axis:arc_fraction=0.1,50,50,0,1.0,0.0,1.0,,,,,,,,,
kasa,axis:arc_fraction=0.1,50,0,0,0.0,0.0,0.0,,7.510381788931444e-10,7.523337140735928e-10,1.6635916882794907e-11,7.193116947121368e-10,7.786253643341994e-10,1.1532605361481114e-09,0.014914387012491523,
koning_wimmer_witkovsky,axis:arc_fraction=0.1,50,41,9,0.82,0.18,1.0,0.18,3.981798511142587e-08,4.075225751375367e-08,4.824031715976442e-09,3.1795963153962294e-08,4.5102742802720955e-08,7.640419041624388e-08,0.7907199083868729,
raw_atan2,axis:arc_fraction=0.1,50,0,0,0.0,0.0,0.0,,6.366476398467995e-09,6.36681941736383e-09,2.7203365891157727e-12,6.362125858191389e-09,6.37048527855446e-09,6.685168792693239e-09,0.12642778434058063,
taubin,axis:arc_fraction=0.1,50,0,0,0.0,0.0,0.0,,7.532491534391636e-10,7.542532267165992e-10,1.685346791718414e-11,7.219236706531851e-10,7.817133080508549e-10,1.1736875237517472e-09,0.014958293342397011,
fitzgibbon,axis:arc_fraction=0.15,50,0,0,0.0,0.0,0.0,,4.14652611548413e-09,4.0738626766078e-09,1.0755580476087465e-09,2.558099596411203e-09,5.8580220921347364e-09,7.494061994605762e-09,0.08234321101342075,
halir_flusser,axis:arc_fraction=0.15,50,0,0,0.0,0.0,0.0,,4.14657669124738e-09,4.0740473102525885e-09,1.075534674017059e-09,2.558225961497713e-09,5.85795642077133e-09,7.49415405178566e-09,0.08234421536516714,
heydemann,axis:arc_fraction=0.15,50,50,0,1.0,0.0,1.0,,,,,,,,,
kasa,axis:arc_fraction=0.15,50,0,0,0.0,0.0,0.0,,7.186547778709537e-10,7.189819707095445e-10,1.5598049564195983e-11,6.938786890212085e-10,7.408129266711435e-10,1.6759610703310475e-09,0.014271305756173157,
koning_wimmer_witkovsky,axis:arc_fraction=0.15,50,1,1,0.02,0.02,0.04,0.98,1.6217681482286545e-08,1.5478164582645183e-08,3.3887364452494618e-09,1.118677661576111e-08,2.24338085124113e-08,3.023535571005913e-08,0.32205656765493457,
raw_atan2,axis:arc_fraction=0.15,50,0,0,0.0,0.0,0.0,,5.839317835875784e-09,5.839537909493362e-09,2.3929121822728335e-12,5.835711836632914e-09,5.843231334039777e-09,6.6839428063251785e-09,0.11595927948902157,
taubin,axis:arc_fraction=0.15,50,0,0,0.0,0.0,0.0,,7.108016079547842e-10,7.111120299807984e-10,1.5117254248032714e-11,6.862578696678131e-10,7.325116236314417e-10,1.6492137838034433e-09,0.01411535467579369,
fitzgibbon,axis:arc_fraction=0.25,50,0,0,0.0,0.0,0.0,,2.8532072056693693e-10,2.4202212671542216e-10,2.210257131207438e-10,4.167612042173896e-11,7.949810456526781e-10,5.487243778343397e-10,0.005666001767699336,
halir_flusser,axis:arc_fraction=0.25,50,0,0,0.0,0.0,0.0,,2.8532076290649986e-10,2.4202176970910083e-10,2.2102571418605877e-10,4.1676136157854286e-11,7.949811148580757e-10,5.487244565136006e-10,0.005666002608493647,
heydemann,axis:arc_fraction=0.25,50,50,0,1.0,0.0,1.0,,,,,,,,,
kasa,axis:arc_fraction=0.25,50,0,0,0.0,0.0,0.0,,2.278801613732298e-09,2.277051681324459e-09,1.2515634310238628e-11,2.2571626313944123e-09,2.295181497061651e-09,3.971048447450526e-09,0.04525326427743333,
koning_wimmer_witkovsky,axis:arc_fraction=0.25,50,0,0,0.0,0.0,0.0,1.0,5.031828479146659e-10,4.6048046139098447e-10,2.895957018958847e-10,7.641399504140756e-11,1.0872176372093413e-09,9.702853452174331e-10,0.00999238646283884,
raw_atan2,axis:arc_fraction=0.25,50,0,0,0.0,0.0,0.0,,4.675293617062595e-09,4.675451447644252e-09,2.2611239924397007e-12,4.671501084147215e-09,4.679302004532516e-09,6.678519139552146e-09,0.0928436667556201,
taubin,axis:arc_fraction=0.25,50,0,0,0.0,0.0,0.0,,2.2522815441266943e-09,2.2507209800376492e-09,1.2507423955667777e-11,2.2311564232536923e-09,2.2687056821413215e-09,3.925183461969946e-09,0.044726619170950055,
fitzgibbon,axis:arc_fraction=0.35,50,0,0,0.0,0.0,0.0,,7.606022403246738e-11,6.605055130422984e-11,4.667895136422618e-11,2.3917321321084935e-11,1.6176973327492154e-10,1.6273469336197985e-10,0.0015104313593602616,
halir_flusser,axis:arc_fraction=0.35,50,0,0,0.0,0.0,0.0,,7.60602236488404e-11,6.605055646959385e-11,4.6678952026630934e-11,2.3917322670383446e-11,1.6176973516510518e-10,1.6273469260181527e-10,0.001510431351742058,
heydemann,axis:arc_fraction=0.35,50,50,0,1.0,0.0,1.0,,,,,,,,,
kasa,axis:arc_fraction=0.35,50,0,0,0.0,0.0,0.0,,4.230084153962514e-09,4.2313069266934875e-09,8.975333825522332e-12,4.216305790810215e-09,4.243270648644321e-09,9.058411677395112e-09,0.08400253667607602,
koning_wimmer_witkovsky,axis:arc_fraction=0.35,50,0,0,0.0,0.0,0.0,1.0,8.19922110124443e-11,8.084735845418828e-11,5.108160242825635e-11,2.0888082058709166e-11,1.6246353439644545e-10,1.7554264306782357e-10,0.0016282308961332434,
raw_atan2,axis:arc_fraction=0.35,50,0,0,0.0,0.0,0.0,,4.076281216880218e-09,4.0767352980440296e-09,2.383608149887446e-12,4.071611175810022e-09,4.0795536031540214e-09,6.671759767008014e-09,0.08094826248367229,
taubin,axis:arc_fraction=0.35,50,0,0,0.0,0.0,0.0,,4.220509090613454e-09,4.2217220673284425e-09,8.96096265476644e-12,4.206758122435336e-09,4.233839906765633e-09,9.039947035813656e-09,0.0838123916149189,
fitzgibbon,axis:arc_fraction=0.5,50,0,0,0.0,0.0,0.0,,2.6136720767519855e-11,2.5230229459852698e-11,6.332951047514441e-12,1.7595161230827375e-11,3.8305936986603295e-11,6.446053146600966e-11,0.0005190324270048556,
halir_flusser,axis:arc_fraction=0.5,50,0,0,0.0,0.0,0.0,,2.6136720768498565e-11,2.523022945586395e-11,6.3329510474345104e-12,1.7595161231214792e-11,3.830593698530748e-11,6.446053146261274e-11,0.0005190324270242911,
heydemann,axis:arc_fraction=0.5,50,50,0,1.0,0.0,1.0,,,,,,,,,
kasa,axis:arc_fraction=0.5,50,0,0,0.0,0.0,0.0,,4.8144523569441055e-09,4.814839234586713e-09,2.869634606379208e-12,4.809455228716125e-09,4.818771084781468e-09,9.979926982024532e-09,0.09560713119869575,
koning_wimmer_witkovsky,axis:arc_fraction=0.5,50,0,0,0.0,0.0,0.0,1.0,2.6173873661104583e-11,2.5022888668438247e-11,6.40920162889781e-12,1.7583084686880756e-11,3.7879905367797497e-11,6.454085251964209e-11,0.0005197702225645609,
raw_atan2,axis:arc_fraction=0.5,50,0,0,0.0,0.0,0.0,,3.6343141286372655e-09,3.633985489201811e-09,2.116155344107169e-12,3.630812324184794e-09,3.6376009148789214e-09,6.668196212749077e-09,0.07217152065337816,
